视频链接,评论页码,评论作者,评论时间,ip属地,点赞数,评论内容
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Errvy-,2023-04-21 10:12:05,湖南,480,"up主你好，我是榴莲鬼称开始关注你的，后面每一期我都没落下，而且越看越激动，直到第二次去淄博你给那个师傅缺一补三的牌子，师傅当时激动的表情，直接让我看哭了，太难得了真的，师傅好像是有种本本分分做生意，总算被看到的感觉，毫不夸张，当时就让我热泪盈眶
但是还是想提一点建议，因为关注到您之后也看了您之前的视频，榴莲鬼称之前的视频我看着都有点标题党博眼球的感觉，
诚然现在快餐时代，想出圈确实需要一些手段，但是您现在做的事情动了太多人的蛋糕，可能更需要谨言慎行，否则稍有不慎就很容易口碑被逆转，届时那位被您送了牌子的师傅会不会也被牵连，这是我最担心的事情，而且最近的胖东来相关的视频，提的建议让人有在挑刺博眼球的观感
总之您现在做的事情真的很有意义，这大概也是您短时间直接火出圈的原因，真真切切的希望您能保持初心，不要为了博眼球而做什么，您现在做的就已经成为太多人的榜样了，愿您越来越好，也愿在您的助力下中国市场越来越好，真正做到良币驱逐劣币"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,DYD_LoveWhoWho,2023-04-20 22:55:06,山东,27179,我爸给我打电话，让我五一不要回淄博添乱，我真的[哦呼][哦呼][哦呼]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,BI4KLY-滋的扣腚,2023-05-01 22:01:11,山东,276,"五一的八大局是这个样子的：
另：有任何问题，或者住宿找地方，私信问我。我土著。"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,-顾卅-,2023-04-20 23:03:43,浙江,62,宣发可以，最近淄博很火，但是关于消费者权益也要保护好紧跟上，别到时候像那些旅游城市一样，个个宣传的老好，到时候缺斤少两宰客现象也有
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,莱纳布朗的老公,2023-04-21 03:41:23,澳大利亚,11,感觉八大局人太多了，有点担心以后会发生踩踏事故什么的，不知道会不会再安排更多保安疏散人群，不要出现安全问题才好啊🙏🙏
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,卡腻斯塔7,2023-04-20 23:14:04,山东,2874,八大局那里快成紫米饼和锅饼一条街了，还是希望同质化别那么严重，欢迎大家来做客
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,漫漫漫漫河,2023-04-21 12:29:04,河北,19,上周六日去的济南，体验感也挺好的！司机师傅都很热情，会推荐我前往景点的最佳方式，还会推荐好吃的把子肉哈哈哈哈。在济南吃了家淄博烧烤，五花肉卷着超香的！第一次去山东，下次还想去，嘿嘿~
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,梦叹姑苏,2023-04-20 22:58:36,内蒙古,1586,愿淄博成为疫情后因诚信经营经济腾飞的城市，也发展为一个具有人文主义精神的城市
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,沉河默畔,2023-04-20 22:49:23,湖北,198,第一次看到b太能带火一个地方而不是避雷，真的淄博值得。（呜呜呜大三了真的没空去）
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,苍蜣九阶袄景教心蚀,2023-04-20 22:44:44,山东,50,我山东人民骨子里的教育理念就是一个仁义礼智信[打call]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,逝月流光,2023-04-21 13:51:19,广东,17,[吃瓜]别说什么一时的热度，别说什么up被诏安，就这环境，氛围，我觉得去玩是真的很开心，也看得出当地政府部门很用心对待这次的热度，大家出来玩花了钱，被人当冤种宰，怎么想都开心不起来，淄博这敞开门印客，如果不是离的太远，我是真想去一趟[保卫萝卜_哭哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Outman----,2023-04-22 18:23:36,山东,7,我就在淄博张店。建议别在五一来，预计客流量到12万了，人挤人，避开高峰期才是王道。还有，别总是冲着那几个网红烧烤店，人太多了，张店，临淄，周村还是有很多不错的烧烤的。可以试试周村的老航东烧烤，我认为比张店这边大部分烧烤都好吃，淄博站下火车，打车40块钱就能到。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,暮鹤迦叶,2023-04-24 18:29:57,辽宁,6,只要守住诚信的底，到什么时候都不会被遗忘。我们也不要过度神化淄博，细水长流。其实每个城市都有拿得出手的，该谁干活就不说了。我老家鸡西的，上次回家吃了碗冷面，真的，心寒的跟那冷面汤一样，我小时候，除了延吉冷面我敢说中国冷面没有能打的，现在。。。都改成麻辣刀削面了，全是辣椒精。不能为了钱忘本，守住了本，钱会跟着来，当然了也得有些人知道动。啥也不说了，关里家的兄弟们加油！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,东川-splendid,2023-04-25 20:34:31,山东,8,我这座城市城来都来都不是什么乌托邦，它只是一座人口不到500w的小城市，节奏慢，生活水平刚刚及格是这座城市的人像中国绝大部分的城市一样，白天上工，晚上休息。这里的薪资水平并没有多高，在这座城市的人依旧会兢兢业业的在这个城市打拼。很多时候，一座城市的凝聚力，身在异乡时的归属感，并不是刹那间形成的。政府真的把自己的位置摆得非常的低了，他提出的人才引进政策预期就业补助政策中可以看出这座城市有多么的求贤若渴。这点是作为一个在淄博生活了20年的人最清晰的感受。这座城市真的很需要振兴，在如今的大环境下这座城市已经越来越跟不上大城市的脚步了，最后也是想说，欢迎全国朋友过来游玩，一起谈笑风生，一起享受短暂的且珍贵的周末或者请假换来的最柴米油盐的生活
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,变有钱变永远开心,2023-04-21 02:08:27,北京,19,大家订酒店，可以直接查询电话打给商家，是平台借此机会涨价，不是商家哦，小伙伴们不要被平台坑了，直接和商家联系，防止中间商赚差价[OK][OK][OK]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,神-奇--海-螺,2023-04-21 00:06:06,北京,2064,感谢大家对淄博感兴趣点进这个视频。我来简单介绍一下我的家乡嘿嘿嘿，大家如果不知道淄博都有什么特色玩法可以看看各个区县的特点～淄博有五区三县，博山区（山多，有溶洞，有古建筑，除了美食，还盛产陶瓷琉璃），淄川区（蒲松龄家乡，有梓潼山，是鬼谷子教孙武和庞涓兵法的地方），张店区（底蕴没有兄弟区县多但是火车站在这，交通方便），临淄区（世界足球发源地，有稷下学宫，是世界上第一所官办大学，为春秋战国时期百家争鸣的文化思想大发展奠定了教育基础），周村区（天下第一村，旱码头，大染坊就是这儿），沂源县（山区风景秀丽，水果采摘），桓台县（齐桓公练兵的地方，因此叫桓台），高青县（肉丸子好吃，黄河路过）。俺们淄博交通方便，普快高铁能到全国各地，位置不是很南也不是很北，一家三口吃饭，到我老家博山吃博山菜，三菜一汤加主食饮料，100出头能吃撑。真的非常适合那种三四天的节日旅游[星星眼]欢迎来我们淄博玩儿～另外，酒量不好的兄弟姐妹，吃烧烤的时候就别喝小麦果汁啦！喝点儿可乐就很不错！奶茶搭配烧烤好像有点怪～（就是有的地段的宾馆装修比较好会贵点儿，比如商业街区旁边还有火车站汽车站旁边的就贵，可以提前app小程序什么的看一下，预定，90-150的都能住得蛮舒服。想住青年驿站的，一定要提前十天就看小程序，关注申请哦）如果时间再充裕，往东能去潍坊风筝节、烟台威海青岛日照海边旅游，海上仙山，蓬莱八仙，吃海鲜，看东炮台，有德式建筑，往西就是商朝建有蒲姑国的滨州和泉城济南，千佛山大明湖趵突泉，还有泰安（泰山就不用我介绍了，它专治嘴硬），往北是东营德州，黄河入海流，胜利油田同奋斗，往南是革命老区有沂蒙山的临沂，到西南有牡丹之都菏泽喝单县羊肉汤（郓城、曹县就在菏泽）、大运河江北水城聊城（这儿有东阿阿胶还有临清狮子猫）、铁道游击队的故事原型地、水泊梁山所在地和拥有三孔曲阜的济宁（微山湖这里吃鱼很好吃，）、有台儿庄的枣庄～主打就是一个高性价比，好客山东欢迎您～[打call][打call][打call][打call][打call]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,温和Mild,2023-04-26 13:52:20,山东,6,淄博要是单论一个吃喝玩乐其实真的很普通，现在主打的其实是一个诚信人文，希望大家不要太高期待了，一些地方一些吃的真的都是普通的，大家就把淄博当一个普通三线小城来逛逛就好，虽然败类什么时候什么地方都会有，真的很怕大家对淄博失望，淄博政府也是握紧了这次机会了想要发展发展，但这次真的太措手不及了，希望大家小心捧杀的情况，也不要神化淄博。二十多年了，头次意识到我出省不用说我是山东的来证明我是山东人，而是直接说我是淄博人就会有人知道我是山东的，这种感觉很奇妙。淄博不止有张店可以逛，其他各个区县的文化美食也可以去逛逛。现在很多不看好这种爆火的情况，说登高跌重物极必反……我相信老祖宗的道理，但也更信那句事在人为，就算真的落下去，那也是我们自己的问题，不冤枉，但相信淄博的本质，永远不会被浇灭和打垮。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,貌似菜鸟,2023-04-29 12:22:28,广东,8,作为一个在成都待了两年的山东人来说，淄博确实不是很好玩，大家不要期待过高就好啦，目前已经离开成都，在成都交到了很多好朋友，也不想说成都坏话，但是博主视频里缺斤少两宰客的现象在成都是真的非常常见，而且不适合年轻人打工，实在是太卷了，安逸真的安逸，不过只属于当地人哈哈，不信你去天府三街看看那些打工人，客观评价
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,一枕清宵好梦长,2023-04-20 23:50:28,山东,197,作为一个淄博人，总感觉有点太火了[热]害怕
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,专注于黑加仑,2023-04-20 22:52:38,山东,260,淄博人欢迎全中国的朋友们都来俺们这来玩！！！！俺们这之前虽然是个重工业，但是俺们绝对抓住这次机会，也投入了很多资金进行建设，我这么说吧，从出生到现在都在淄博，十四五年了，第一次看到一条路三天就能完工[脱单doge] so欢迎你们多刷淄博！！！！！[大笑][大笑][大笑][大笑]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,天黑的很慢,2023-04-21 10:41:32,湖北,30,国人就喜欢这种趋之若鹜，能不能理性一点哦，有机会就去，没必要硬凑热闹啊
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,请输辛的昵称,2023-05-05 18:26:32,广东,6,"不是因为火了 规章制度才跟上来的
而是规章制度做到位 自然就会火！
那个宣誓词 是2020年的……[辣眼睛]
疫情期间啊 可想而知当时宣誓时的场面了"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,小泽要好运呀,2023-04-20 22:50:51,四川,327,成都抬不起头力[笑哭]，要抬也很难吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,别揪软软的小尾巴吖,2023-04-21 22:17:10,山东,31,淄博本地人呼吁大家理性看待！哪里都有坏呗哪有都有坏逼！！遇到不合理的事情一定要举报，还有不一定要去网红地的，其他地方的烧烤也很好吃，不过肉串会小一些，我家就是周村的，大家可以去古大街玩耍（ps：我是宅女只爱打游戏写小说看动漫，不要问我哪家烧烤好吃，因为我不出门）
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,dark丁,2023-04-20 22:46:54,江苏,259,那个炒饼哥说十克都没问题，是说少一克赔十克，不是少十克赔三十克[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,S炸小肉丸,2023-04-20 22:54:39,山东,302,有评论说酒店没怎么涨价，说明淄博真的方方面面都照顾的很细致了，小声bb一句，还好我去得早[tv_调皮]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,小黑啦lala,2023-04-21 01:05:38,广东,375,淄博凭什么火啊，凭烧烤吗，可哪个城市没有一道特色小吃啊？那凭什么，难道就因为出租不打表能立马整改，商家能诚信经营不偷称，还是烧烤店打架能火速出警，打市民热线立马能得到反馈并马上整改，这不是每个城市轻而易举就能办到的吗，人民日报不是说全国都是这样吗？
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,瓜瓜总教主,2023-04-20 22:46:37,山东,264,吃淄博烧烤，拒绝宝马冰淇淋，做勇敢的中国人，加油[给心心]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,ちょうげんていり,2023-04-20 22:59:29,吉林,21246,希望大家不要过度神化淄博，败类哪里都有，一旦被有心人利用必然会对原有的信任造成打击，所以希望大家不要因为个例而改变对一座城市的看法，这样才能保证淄博一直火热下去，才能尽可能驱逐劣币，觉得有道理的兄弟们麻烦顶一下，让更多人看到，保护真正的诚信人。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,圣剑骑士团团长,2023-04-20 22:48:20,重庆,193,中国许多地方、许多人不讲诚信，于是那些心中拥有诚信的人，纷纷前往了认可他们价值观的地方——山东淄博。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,纵横向导,2023-04-28 04:58:25,山东,2,我只想说，在山东大部分地方，古风尚存的就是这种性格，经济不是最强的三线城市，实诚是刻在骨子里的，但是有一点，信奉将心比心，如果你天天坑他，也不要以为是傻子，你可知道孙子兵法 孙膑兵法出在哪里？我们有心眼的:)  只是不会对朋友使这种心眼子，真朋友，对脾性，信奉将心比心，实在、有良知有底线的朋友到山东做客，有不好的地方尽管骂，我们帮你骂，有好的地方，也请帮忙宣传下
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,WMX-XY,2023-04-26 22:11:44,山东,2,外地人去淄博如果遇见人为困难一定要打举报电话，大家一定不要忍让，在这个节骨眼，要相信这里的地方政府和志愿者可以帮到你，要维护淄博现在的环境，这真的来之不易，还有当地的为之付出努力的淄博人，你们真的太棒了！！身为山东滨州人，我真的挺为你们自豪的，要加油啊，淄博一定要站起来！！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,-夔青-,2023-04-20 22:44:31,山东,59,等着五一之后我再去[笑哭]现在人太多了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,成为勇者后的第一年,2023-04-20 22:47:30,广东,70,现在一个地方旅游火起来不涨价都是个稀缺的事，想想也好笑[吃瓜]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,子乔ZiiiQ丶,2023-04-20 22:44:26,上海,38,一人改变一座城。不忘初心，让更多健康的城市被人们所认识[星星眼]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,压利马斯内,2023-04-22 09:54:15,贵州,116,希望各位理性一点不要对五一去淄博有太高的期望，淄博属于老工业城市了无法负荷一次性过大的客流量，别到时候乘兴而来败兴而归，如果可以的话最好错开节假日
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,爷十三爷,2023-04-20 23:00:54,浙江,18,淄博烧烤最好，但是更值得一尝的是鲁菜代表的博山菜！[大笑]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,薛定谔的花虎,2023-04-21 11:09:59,山东,12,额，上周刚去，张店区酒店已经订不上了就去了周村住。在淄博，烧烤的味道都是一样的，没必要非得去张店排队吃，排好久还可能吃不到，周村的梦三观还有六禾烧烤都很好吃还很实惠，和女朋友两个人一百块吃到撑。至于八大局真没必要去的，就是一个大了一点的小吃街，不知道别人咋想反正我挺失望的（不喜勿喷）。别的景区也还好，没有什么特别惊艳的地方，去了只是看人头了[笑哭][笑哭]总体来说除了烧烤，其他的都大大小小踩雷了。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我露真可爱,2023-04-20 23:57:47,广东,26,我仿佛看到了淄博大地上红旗飘扬🚩，插满在我生活了20年的城市里从未见过的红旗。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,夕陽下的春日部男孩,2023-04-21 00:37:49,山东,320,怎么说呢 前所未见[辣眼睛]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,TheMix编外人员-周,2023-04-21 01:00:13,四川,302,五一放假，准备带孩子去成都游乐园玩看动物，我们提前在4月10号左右就订酒店或者民宿，买门票，门票还好。就是酒店和民宿太烦了，要涨价就直接一次性涨到位行不行！10号订了28.29的民宿，12号跟我们打电话说要涨价，好。我们同意了。15号又跟我们说还要涨价！我们就没干选其他的，其他的也说会看情况价格会有波动。我只想说价格能不能稳定点！打马赛克只打了我的脸，个人比较腼腆，不好意思
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,古月雪墨,2023-04-20 22:53:29,北京,7830,今年上半年到目前为止吸引我的，就是河南的胖东来和淄博的烧烤，这两个地方的共同之处，都是诚信，热情好客。在这个大环境下，希望有更多的良币涌入市场吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,买蜂蜜找蜂农小姜,2023-04-20 22:48:01,河南,240,外乡人希望淄博越来越好，也希望我的家乡能多学习淄博
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Ephemerality_Xu,2023-04-20 22:45:15,浙江,1105,成都什么时候二刷[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,丝氏菌,2023-04-22 11:31:21,山东,34,毫不夸张的说，前面这位来自安徽远道而来的客人，应该是不清楚路况，在虚线上犹犹豫豫，我就开着车在后面默默跟了一路，至少真需要帮忙或者问路的话，作为淄博土著能有机会展现一下待客之道[给心心]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,风卷残云梦,2023-04-20 22:45:15,日本,8396,只有让良币驱除劣币国内市场才会越来越好
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,猫妖大惊小怪,2023-04-22 13:40:58,江苏,198,诸位还是不要怀有过高的期待去淄博  平常心就好  现在网络过于神话淄博 网络效应炒的过高了  我挺担心诸位满怀期待的去  略有失望的回  还有马上就五一了  人肯定是暴涨  排队等待  加上气温升高  一系列情况  还需考虑清楚  再去前往  戒骄戒躁 相互理解
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,ForsterLin,2023-04-23 10:10:19,四川,6,我在成都，吃烧烤一个人100+不一定饱，火腿肠5元一根，素菜3+元一串，其他的更贵比如15-20一串鸡翅（两个中翅，个头一般）等等😂😂😂一串一只虾（@普通的虾）那种要4+元，我和我妈一般最少要200+才能吃饱[doge][妙啊]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,银霜月梦,2023-04-29 15:10:34,吉林,2,想问问评论区的淄博朋友们，当地的烧烤店营业时间大概是什么时间段呀？路过淄博只能中午有时间去吃，能不能尝到呀[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Lich龙,2023-04-21 10:13:42,广东,11,淄博隔壁邹平的烧烤也是一样的，觉得淄博太挤的也可以去邹平吃[OK]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,鱼年年年年,2023-04-21 12:49:29,四川,5,自从看了up主你的视频以后入手了一个电子秤，称了一下我的手机带手机壳233克，以后去买东西之前先把我的手机称重一下，对的才买，缺斤少两的坚决不买
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,药师丸悅子,2023-04-21 09:53:04,河南,9,狂热是很可怕的，各种意义上
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,执一而行,2023-04-21 22:20:23,四川,5,都说人家淄博买热搜啥的 至少人家诚信噻 不像成都 天天买热搜买些啥出太阳了啊之类的 没必要踩人家淄博
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,君羡鱼,2023-04-20 22:54:42,广东,13,大家被坑多了，都希望有个好的体验！尤其是出去旅游被各种宰，被坑！真诚，最简单，也是最难的，在当下的环境中！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,生命舞士,2023-04-20 23:30:41,山东,5,请不要神话，神话过后，遇到不好的骂到地狱，我们山东和别的省一样，都有好人和坏人，坏人都是少数，每个地方都是这样，如果你来到山东，我想你可以去别的市也看一看，玩一玩，领略不一样的山东，我们每个城市都有不一样的美，浩克山东欢迎您[呲牙]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,真名十,2023-04-22 23:22:57,山东,2,很开心淄博能火，给山东人挣脸了！同时也真的很希望家乡潍坊也能抓住机会好好努力[保卫萝卜_哭哭][保卫萝卜_哭哭]，潍坊也很热情好客的，旅游景点也很多！大家可以顺道来潍坊转转呀[保卫萝卜_哭哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,穷哥们小张,2023-04-20 22:44:15,广东,15,老话说的好，男儿当自强，进厂打工是强了资本家，在家沉淀才是自强，通过沉淀自强到一定强度，工厂会对你俯首称臣。年轻人想不通过沉淀就一步登天当主管，是不切实际的。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Cx330晚遇,2023-04-22 22:24:54,宁夏,2,一个理智的人，应该改变自己，去适应环境，只有那些不理智的人，才会想去改变环境，适应自己，但历史是后一种人创造的——萧伯纳
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,古月某___,2023-04-22 03:48:53,山东,7,现在，凌晨3点 躺在淄博的居然之家（没订到宾馆本来打算车里睡的，刷抖音看见免费住就过来了，环境挺好老哥贼热情）反观那些宾馆，就是淄博所有宾馆 以前198的房，我有订单记录 一年前就是198住的，现在同样的房变458了，纯纯宰客。但是不得不说还是好人多，好客山东 虽然宾馆很坑，但是居然之家这老板真滴好！嗷 还有就是 民安烧烤给我坑到了，开门问说要排队 然后我们就傻傻排，过了十分钟才知道要拿票 本来应该排63号变68了。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,且听威凤吟大风,2023-04-21 13:10:31,未知,2,"政通人和，百废具兴。
这就是山东永远不会成为下一个东北的原因。
我们热爱自己的家乡，我们愿意建设自己的家乡，无论朝廷给与不给支持，我们都是那样一如既往的爱脚下的这片土地。
只因如此，我们就不是无国无族的“世界公民”，也不会是马秃口中四处飘荡的流民。"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,东方的东52,2023-04-22 00:11:11,河北,2,这就是古人提倡的道德要求，也就是新时代我们从小教育的八荣八耻，以此为戒，远比法律惩治更有效用。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,洛又不够睡了,2023-04-20 22:52:48,贵州,11,up一个人坚持的正义，带动了诚信经营还带动了旅游业经济 牛逼
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,王权富苏,2023-04-21 10:02:16,山东,2,本淄博人被淄博火的有些惶恐，因为我的家乡就是一个小城，被这么多人喜爱和夸赞真的很幸运，我知道在繁荣背后肯定会出现一些问题，希望大家能够积极举报，吐槽，让淄博变得更好。五一差点买不到回家的票[跪了]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,庸の白嫖粉,2023-04-21 14:38:00,山东,14,淄博火了之后，最近这段时间新增注册烧烤店8000+[笑哭]资本开始插手了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,昵称有点合适,2023-04-20 23:06:25,浙江,6,来测测杭州，拯救一下孩子吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,少年李达之,2023-05-03 16:52:30,广东,2,把客户体验感抬得那么高不见得是一件好事，因为物价房价不一样，全国各地区能做到这样的几乎没有，可以说可能间接导致各地经济衰退吧。另外诚信风气确实是问题根源，但人性就是贪婪的，要群体改革需要政府重拳出击。总之，辩证看待吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,端端sss,2023-04-20 23:02:49,河南,54,淄博的火，纯靠同行衬托，谢谢国内各大旅游城市，有一个算一个
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,nnowa,2023-04-21 22:18:01,山东,2,咱们淄博很多宝藏在等大家发掘，比如大观园已被找到，还有博山八九月份的猕猴桃也在等待各位小主们[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,没你办不成,2023-04-22 09:04:53,辽宁,2,怎么说呢？淄博也不知道突然怎么就火了。火了之后，我趁早去了一回，大部分淄博人民，真的是有荣誉感这种东西。他不想让你外地人说淄博坏话。政府也是真的负责，淄博告诉我，景区的东西，可以是正常物价。现在五一去的，估计要去人挤人了。现在人太多了。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,阿巴阿霸吧,2023-04-21 22:01:40,山东,2,山东的太热情了，而且还很大方。我家山东的，之前我妈去买酸菜鱼碰上我姑，啥话都没说我姑就把账给买了，然后我姑父打电话说让我姑给他买条烟，我妈直接说去我爸车里拿就行了[惊喜]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,天行小猴,2023-04-24 01:16:05,山东,4,来淄博周村古商街，吃烧烤去金周美食城！一定要吃蛤蜊鸡，推荐村村园蛤蜊鸡！早上8点前，周村大酒店，喝豆腐脑！鲁菜馆直接随便问本地人。下午场可以去唐汇ktv，60快从1点唱到6点。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,念之虚无,2023-04-23 12:53:50,山东,2,山东人看这两期视频真的热泪盈眶!![大哭]虽然预感大概率会在以后的地理题里做到淄博[笑哭]，但是衷心地希望我们大山东以后越来越好![打call][打call]
